"","season","offense_completion_percentage","defense_completion_percentage","points_scored","points_allowed","score_differential"
"113",2002,56.4583333333333,0.514886164623468,378,301,77
"114",2002,55.5189456342669,0.584642233856894,390,442,-52
"115",2002,58.4375,0.55575221238938,381,346,35
"116",2002,50.259067357513,0.540157480314961,432,388,44
"117",2002,58.8850174216028,0.534364261168385,320,279,41
"118",2002,63.3911368015414,0.615780445969125,359,336,23
"119",2002,54.2662116040956,0.537096774193548,415,241,174
"120",2002,59.3220338983051,0.536741214057508,390,345,45
"121",2002,58.2258064516129,0.549657534246575,355,369,-14
"122",2002,59.7972972972973,0.582191780821918,367,351,16
"123",2002,56.9558101472995,0.469202898550725,346,196,150
"124",2002,58.5086042065009,0.559405940594059,367,324,43
"125",2002,50.0834724540902,0.532399299474606,307,365,-58
"126",2003,52.5129982668978,0.6003861003861,225,452,-227
"127",2003,46.4646464646465,0.590493601462523,299,422,-123
"128",2003,47.6923076923077,0.512998266897747,391,281,110
"129",2003,52.8880866425993,0.521978021978022,243,279,-36
"130",2003,55.327868852459,0.532976827094474,325,304,21
"131",2003,49.0942028985507,0.60036832412523,283,346,-63
"132",2003,58.3783783783784,0.551020408163265,346,384,-38
"133",2003,56.8058076225045,0.556179775280899,254,322,-68
"134",2003,53.9449541284404,0.45697896749522,289,260,29
"135",2003,56,0.49718574108818,381,301,80
"136",2003,53.4338358458961,0.605118829981719,270,379,-109
"137",2003,62.753036437247,0.526655896607431,442,307,135
"138",2003,52.5423728813559,0.568965517241379,255,380,-125
"139",2003,64.685908319185,0.583157894736842,447,336,111
"140",2003,55.8011049723757,0.567415730337079,276,331,-55
"141",2003,60.5357142857143,0.56175972927242,484,332,152
"142",2003,58.7227414330218,0.536231884057971,447,328,119
"143",2003,54.0983606557377,0.587591240875912,313,441,-128
"144",2003,49.7316636851521,0.582484725050917,270,379,-109
"145",2003,53.4303534303534,0.558669001751313,311,261,50
"146",2003,59.4642857142857,0.544658493870403,416,353,63
"147",2003,56.3380281690141,0.49923896499239,348,238,110
"148",2003,55.1845342706503,0.511627906976744,340,326,14
"149",2003,52.3592085235921,0.548845470692718,243,387,-144
"150",2003,59.0909090909091,0.573469387755102,283,299,-16
"151",2003,53.1428571428571,0.563545150501672,374,287,87
"152",2003,53.5901926444834,0.571984435797666,300,327,-27
"153",2003,56.3055062166963,0.560457516339869,404,327,77
"154",2003,55.6797020484171,0.557553956834532,384,337,47
"155",2003,60,0.539370078740158,301,264,37
"156",2003,60,0.569468267581475,435,324,111
"157",2003,49.3891797556719,0.558823529411765,287,372,-85
"158",2004,52.0905923344948,0.496336996336996,284,322,-38
"159",2004,48.8738738738739,0.578483245149912,340,337,3
"160",2004,52.4390243902439,0.513011152416357,317,268,49
"161",2004,53.5787321063395,0.490601503759398,395,284,111
"162",2004,54.4658493870403,0.552919708029197,355,339,16
"163",2004,46.3687150837989,0.522768670309654,231,331,-100
"164",2004,57.6512455516015,0.567028985507247,374,372,2
"165",2004,52.1829521829522,0.563008130081301,276,390,-114
"166",2004,55.8983666061706,0.577281191806331,293,405,-112
"167",2004,56.8480300187617,0.519083969465649,381,304,77
"168",2004,52.7777777777778,0.570434782608696,296,350,-54
"169",2004,62.6229508196721,0.562724014336918,424,380,44
"170",2004,55.2123552123552,0.620938628158845,309,339,-30
"171",2004,65.4916512059369,0.607679465776294,522,351,171
"172",2004,55.5555555555556,0.575187969924812,261,280,-19
"173",2004,62.3946037099494,0.553191489361702,483,435,48
"174",2004,59.2356687898089,0.553030303030303,319,392,-73
"175",2004,61.407249466951,0.586750788643533,446,313,133
"176",2004,53.7459283387622,0.589887640449438,320,442,-122
"177",2004,48.1308411214953,0.520255863539446,275,354,-79
"178",2004,63.5451505016722,0.582758620689655,405,395,10
"179",2004,57.5638506876228,0.537542662116041,437,260,177
"180",2004,52.8205128205128,0.558620689655173,348,405,-57
"181",2004,51.3358778625954,0.574803149606299,303,347,-44
"182",2004,59.7457627118644,0.546313799621928,333,261,72
"183",2004,57.4358974358975,0.561344537815126,386,260,126
"184",2004,57.8680203045685,0.516314779270634,372,251,121
"185",2004,53.7102473498233,0.577249575551783,371,373,-2
"186",2004,52.6742301458671,0.592307692307692,259,452,-193
"187",2004,61.0412926391382,0.513513513513514,301,304,-3
"188",2004,56.5079365079365,0.602169981916817,344,439,-95
"189",2004,52.0795660036166,0.532608695652174,240,265,-25
"190",2005,58.6834733893558,0.573055028462998,311,387,-76
"191",2005,50,0.570409982174688,351,341,10
"192",2005,55.8333333333333,0.525754884547069,265,299,-34
"193",2005,54.3259557344064,0.58364312267658,271,367,-96
"194",2005,56.3941299790356,0.530434782608696,391,259,132
"195",2005,48.7750556792873,0.531409168081494,260,202,58
"196",2005,64.5276292335116,0.595588235294118,421,350,71
"197",2005,54.8983364140481,0.567073170731708,232,301,-69
"198",2005,54.8446069469835,0.511320754716981,325,308,17
"199",2005,57.0552147239264,0.536661466458658,395,258,137
"200",2005,54,0.570599613152805,254,345,-91
"201",2005,58.4732824427481,0.540772532188841,298,344,-46
"202",2005,52.3255813953488,0.601980198019802,260,431,-171
"203",2005,64.804469273743,0.620253164556962,439,247,192
"204",2005,54.5279383429672,0.539772727272727,361,269,92
"205",2005,58.9219330855019,0.550847457627119,403,325,78
"206",2005,60.6811145510836,0.574040219378428,363,429,-66
"207",2005,61.121157323689,0.553191489361702,418,312,106
"208",2005,49.607535321821,0.567049808429119,290,383,-93
"209",2005,50.4332755632582,0.541946308724832,318,317,1
"210",2005,57.2953736654804,0.563604240282685,306,344,-38
"211",2005,59.3591905564924,0.526690391459075,379,338,41
"212",2005,52.2033898305085,0.542792792792793,235,398,-163
"213",2005,50.0851788756388,0.53160453808752,422,314,108
"214",2005,51.0476190476191,0.578411405295316,240,355,-115
"215",2005,50.9833585476551,0.559322033898305,310,388,-78
"216",2005,55.609756097561,0.529411764705882,389,258,131
"217",2005,61.2774451097804,0.533011272141707,452,271,181
"218",2005,46.6819221967963,0.616144975288303,239,428,-189
"219",2005,57.9349904397706,0.542239685658153,300,274,26
"220",2005,57.8352180936995,0.578125,299,421,-122
"221",2005,54.1910331384016,0.512323943661972,359,293,66
"222",2006,56.1188811188811,0.576301615798923,314,389,-75
"223",2006,47.9569892473118,0.58287795992714,292,328,-36
"224",2006,61.1940298507463,0.489473684210526,353,201,152
"225",2006,56.3941299790356,0.59016393442623,300,311,-11
"226",2006,56.9176882661996,0.537892791127542,270,305,-35
"227",2006,52.513966480447,0.538336052202284,427,255,172
"228",2006,58.8129496402878,0.597269624573379,373,331,42
"229",2006,56.50623885918,0.533834586466166,238,356,-118
"230",2006,56.8807339449541,0.554327808471455,425,350,75
"231",2006,52.8925619834711,0.570680628272251,319,305,14
"232",2006,56.5349544072948,0.627777777777777,305,398,-93
"233",2006,53.680981595092,0.511627906976744,301,366,-65
"234",2006,62.906309751434,0.621212121212121,267,366,-99
"235",2006,63.5087719298246,0.608200455580866,427,360,67
"236",2006,55.8577405857741,0.526881720430107,371,274,97
"237",2006,55.2845528455285,0.591337099811676,331,315,16
"238",2006,58.4251968503937,0.553014553014553,367,381,-14
"239",2006,57.9797979797979,0.516891891891892,492,303,189
"240",2006,47.6449275362319,0.555555555555556,168,332,-164
"241",2006,54.5454545454546,0.512867647058824,260,283,-23
"242",2006,57.2413793103448,0.566188197767145,282,327,-45
"243",2006,58.6021505376344,0.525,385,237,148
"244",2006,61.7549668874172,0.523529411764706,413,322,91
"245",2006,55.1282051282051,0.55685618729097,355,362,-7
"246",2006,60.7766990291262,0.558098591549296,316,295,21
"247",2006,56.5674255691769,0.550802139037433,398,328,70
"248",2006,55.026455026455,0.567615658362989,353,315,38
"249",2006,52.3297491039427,0.546617915904936,335,341,-6
"250",2006,54.1841004184101,0.59963768115942,298,412,-114
"251",2006,52.3893805309734,0.583333333333333,211,353,-142
"252",2006,47.7801268498943,0.600358422939068,324,400,-76
"253",2006,55.8044806517312,0.571992110453649,307,376,-69
"254",2007,58.3333333333333,0.595709570957096,404,399,5
"255",2007,55.8139534883721,0.608303249097473,259,414,-155
"256",2007,57.6988155668359,0.561302681992337,275,384,-109
"257",2007,56.1965811965812,0.602040816326531,252,354,-102
"258",2007,52.9739776951673,0.601785714285714,267,347,-80
"259",2007,53.9735099337748,0.592400690846287,334,348,-14
"260",2007,63.2203389830509,0.632616487455197,380,385,-5
"261",2007,54.561717352415,0.562913907284768,402,382,20
"262",2007,61.4003590664273,0.551612903225806,455,325,130
"263",2007,59.9264705882353,0.569387755102041,320,409,-89
"264",2007,57.5899843505477,0.663522012578617,346,444,-98
"265",2007,64.5868465430017,0.516695957820738,435,291,144
"266",2007,63.254113345521,0.626736111111111,379,384,-5
"267",2007,61.8466898954704,0.616698292220114,450,262,188
"268",2007,57.8313253012048,0.550774526678141,411,304,107
"269",2007,54.2071197411003,0.557575757575758,226,335,-109
"270",2007,53.6231884057971,0.579234972677595,263,438,-175
"271",2007,56.6532258064516,0.567114093959732,412,284,128
"272",2007,52.6315789473684,0.563714902807775,283,398,-115
"273",2007,53.7162162162162,0.558891454965358,267,437,-170
"274",2007,54.1304347826087,0.607613469985359,365,311,54
"275",2007,66.3920922570017,0.551845342706503,589,274,315
"276",2007,66.0660660660661,0.591320072332731,379,388,-9
"277",2007,52.9824561403509,0.534965034965035,373,351,22
"278",2007,55.2584670231729,0.579158316633266,268,355,-87
"279",2007,55.9105431309904,0.544502617801047,336,300,36
"280",2007,57.8732106339468,0.514084507042253,393,269,124
"281",2007,59.4551282051282,0.541463414634146,393,291,102
"282",2007,48.7544483985765,0.602094240837696,219,364,-145
"283",2007,60.536398467433,0.568965517241379,334,270,64
"284",2007,58.4178498985801,0.573070607553366,301,297,4
"285",2007,57.5812274368231,0.558028616852146,334,310,24
"286",2008,63.4848484848485,0.588342440801457,427,426,1
"287",2008,58.8888888888889,0.561312607944732,391,325,66
"288",2008,55.8886509635974,0.493761140819964,385,244,141
"289",2008,60.233918128655,0.584139264990329,336,342,-6
"290",2008,56.8129330254041,0.560606060606061,414,329,85
"291",2008,54.8387096774193,0.591962905718702,375,350,25
"292",2008,53.9964476021314,0.6,204,364,-160
"293",2008,46.2135922330097,0.61822125813449,232,350,-118
"294",2008,56.6493955094992,0.544973544973545,362,365,-3
"295",2008,61.3672496025437,0.640384615384615,370,448,-78
"296",2008,50.2683363148479,0.638655462184874,268,517,-249
"297",2008,59.965034965035,0.527573529411765,419,380,39
"298",2008,63.1669535283993,0.591182364729459,366,394,-28
"299",2008,65.7190635451505,0.648330058939096,377,298,79
"300",2008,57.9584775086505,0.602434077079108,302,367,-65
"301",2008,53.7261698440208,0.651685393258427,291,440,-149
"302",2008,51.6754850088183,0.588235294117647,232,465,-233
"303",2008,61.4173228346457,0.648264984227129,439,347,92
"304",2008,48.3660130718954,0.537373737373737,263,388,-125
"305",2008,64.2023346303502,0.542372881355932,345,317,28
"306",2008,54.158215010142,0.565445026178011,379,333,46
"307",2008,58.6206896551724,0.57029702970297,410,309,101
"308",2008,64.1304347826087,0.537769784172662,463,393,70
"309",2008,57.3076923076923,0.547134935304991,427,294,133
"310",2008,61.9642857142857,0.607260726072607,405,356,49
"311",2008,57.92,0.497373029772329,416,289,127
"312",2008,54.9728752260398,0.516295025728988,347,223,124
"313",2008,51.3725490196078,0.61,294,392,-98
"314",2008,55.0802139037433,0.574652777777778,339,381,-42
"315",2008,59.9662162162162,0.547619047619048,361,323,38
"316",2008,56.9593147751606,0.556818181818182,375,234,141
"317",2008,58.1352833638026,0.546139359698682,265,296,-31
"318",2009,64.0065146579805,0.544025157232704,375,325,50
"319",2009,56.175972927242,0.595744680851064,363,325,38
"320",2009,58.8990825688073,0.552346570397112,391,261,130
"321",2009,52.5667351129364,0.533453887884268,258,326,-68
"322",2009,53.3333333333333,0.58206106870229,315,308,7
"323",2009,57.2390572390572,0.604609929078014,327,375,-48
"324",2009,56.6336633663366,0.552083333333333,305,291,14
"325",2009,46.3983050847458,0.559928443649374,245,375,-130
"326",2009,59.6219931271478,0.561174551386623,361,250,111
"327",2009,57.6013513513513,0.543795620437956,326,324,2
"328",2009,50.8038585209003,0.652631578947368,262,494,-232
"329",2009,59.0082644628099,0.509532062391681,461,297,164
"330",2009,64.7727272727273,0.598260869565217,388,333,55
"331",2009,65.3658536585366,0.60586319218241,416,307,109
"332",2009,56.25,0.654648956356736,290,380,-90
"333",2009,51.2953367875648,0.569811320754717,294,424,-130
"334",2009,53.1623931623932,0.611650485436893,175,436,-261
"335",2009,62.2467771639042,0.575971731448763,454,320,134
"336",2009,48.1132075471698,0.548728813559322,197,379,-182
"337",2009,57.4652777777778,0.527204502814259,360,390,-30
"338",2009,64.6153846153846,0.583904109589041,470,312,158
"339",2009,63.6215334420881,0.553505535055351,427,285,142
"340",2009,66.9026548672566,0.544554455445545,510,341,169
"341",2009,59.0909090909091,0.590225563909775,402,427,-25
"342",2009,49.5283018867924,0.48501872659176,348,236,112
"343",2009,56.4924114671164,0.567307692307692,429,337,92
"344",2009,60,0.536013400335008,368,324,44
"345",2009,57.0552147239264,0.630691399662732,280,390,-110
"346",2009,55.026455026455,0.571428571428572,330,281,49
"347",2009,50.2692998204668,0.596039603960396,244,400,-156
"348",2009,55.3061224489796,0.635646687697161,354,402,-48
"349",2009,59.0277777777778,0.572727272727273,266,336,-70
"350",2010,46.6448445171849,0.573451327433628,289,434,-145
"351",2010,59.9667774086379,0.614864864864865,414,288,126
"352",2010,58.0037664783428,0.561093247588425,357,270,87
"353",2010,53.5262206148282,0.590361445783132,283,425,-142
"354",2010,48.1203007518797,0.588447653429603,196,408,-212
"355",2010,52.6717557251908,0.592169657422512,334,286,48
"356",2010,58.9660743134087,0.603703703703704,322,395,-73
"357",2010,57.6998050682261,0.577570093457944,271,332,-61
"358",2010,62.4382207578253,0.607329842931937,394,436,-42
"359",2010,54.0453074433657,0.564638783269962,344,471,-127
"360",2010,58.030303030303,0.585106382978723,362,369,-7
"361",2010,61.0051993067591,0.516579406631762,388,240,148
"362",2010,60.530679933665,0.614583333333333,390,427,-37
"363",2010,64.7482014388489,0.63458110516934,435,388,47
"364",2010,57.5098814229249,0.620754716981132,353,419,-66
"365",2010,54.3650793650794,0.517017828200973,366,326,40
"366",2010,57.0048309178744,0.535947712418301,289,328,-39
"367",2010,61.6838487972509,0.533707865168539,441,322,119
"368",2010,52.3452157598499,0.483495145631068,410,371,39
"369",2010,56.5656565656566,0.534322820037106,273,333,-60
"370",2010,56.1694290976059,0.597845601436266,281,348,-67
"371",2010,62.1013133208255,0.599383667180278,518,313,205
"372",2010,65.7894736842105,0.577358490566038,384,307,77
"373",2010,61.1913357400722,0.525597269624573,394,347,47
"374",2010,52.4590163934426,0.472759226713533,367,304,63
"375",2010,57.4257425742574,0.538327526132404,439,377,62
"376",2010,58.0896686159844,0.565420560747663,375,232,143
"377",2010,55.8620689655172,0.545893719806763,310,407,-97
"378",2010,52.1256931608133,0.614065180102916,305,346,-41
"379",2010,58.2857142857143,0.563302752293578,341,318,23
"380",2010,54.4910179640719,0.619335347432024,356,339,17
"381",2010,53.5276073619632,0.602627257799672,302,377,-75
"382",2011,50.9121061359867,0.549273021001615,312,348,-36
"383",2011,59.4462540716612,0.574324324324324,402,350,52
"384",2011,54.419410745234,0.495697074010327,378,266,112
"385",2011,59.5317725752508,0.601123595505618,372,434,-62
"386",2011,56.3176895306859,0.609195402298851,406,429,-23
"387",2011,51.6377649325626,0.579425113464448,353,341,12
"388",2011,54.9019607843137,0.548109965635739,344,323,21
"389",2011,52.7182866556837,0.531062124248497,218,307,-89
"390",2011,62.1487603305785,0.573378839590444,369,347,22
"391",2011,46.3675213675214,0.581151832460733,309,390,-81
"392",2011,60,0.5875,474,387,87
"393",2011,63.5135135135135,0.584707646176912,560,359,201
"394",2011,58.2995951417004,0.479381443298969,381,278,103
"395",2011,53.4513274336283,0.673704414587332,243,430,-187
"396",2011,46.875,0.601476014760148,243,329,-86
"397",2011,56.3088512241055,0.532091097308489,212,338,-126
"398",2011,48.3443708609271,0.561302681992337,193,407,-214
"399",2011,60,0.588582677165354,406,377,29
"400",2011,57.4817518248175,0.511041009463722,359,433,-74
"401",2011,53.639846743295,0.555555555555556,329,313,16
"402",2011,51.1627906976744,0.626279863481229,340,449,-109
"403",2011,62.5194401244168,0.585735963581183,513,342,171
"404",2011,69.0058479532164,0.551829268292683,547,339,208
"405",2011,58.1847649918963,0.567610062893082,394,400,-6
"406",2011,52.991452991453,0.510204081632653,377,363,14
"407",2011,56.7986230636833,0.528998242530756,396,328,68
"408",2011,58.8946459412781,0.513321492007105,325,227,98
"409",2011,53.584229390681,0.564459930313589,321,315,6
"410",2011,55.8467741935484,0.535369774919614,380,229,151
"411",2011,58.8709677419355,0.599601593625498,287,494,-207
"412",2011,58.2508250825083,0.6,325,317,8
"413",2011,54.746835443038,0.56,288,367,-79
"414",2012,50.6766917293233,0.504672897196262,250,357,-107
"415",2012,65.527950310559,0.580034423407917,419,299,120
"416",2012,55.7595993322204,0.564924114671164,398,344,54
"417",2012,57.2222222222222,0.537785588752197,344,435,-91
"418",2012,54.1984732824427,0.6214405360134,357,363,-6
"419",2012,54.1509433962264,0.552922590837283,375,277,98
"420",2012,57.4614065180103,0.568144499178982,391,320,71
"421",2012,54.5757071547421,0.597156398104265,302,368,-66
"422",2012,62.536023054755,0.588235294117647,376,400,-24
"423",2012,66.2273476112026,0.525368248772504,481,289,192
"424",2012,58.1699346405229,0.599653379549393,372,437,-65
"425",2012,61.4121510673235,0.508943089430894,433,336,97
"426",2012,60.8247422680412,0.49438202247191,416,331,85
"427",2012,51.2084592145015,0.589065255731922,357,387,-30
"428",2012,51.41065830721,0.616636528028933,255,444,-189
"429",2012,53.6345776031434,0.569387755102041,211,425,-214
"430",2012,56.271186440678,0.605351170568562,299,348,-49
"431",2012,58.7826086956522,0.574503311258278,350,350,0
"432",2012,57.4045801526717,0.632058287795993,290,443,-153
"433",2012,54.1589648798521,0.548136645962733,288,317,-29
"434",2012,58.0270793036751,0.596946564885496,379,348,31
"435",2012,60.3603603603603,0.588516746411483,557,331,226
"436",2012,60.9510086455331,0.589171974522293,461,454,7
"437",2012,57.7817531305903,0.603539823008849,429,344,85
"438",2012,50.4638218923933,0.508604206500956,281,375,-94
"439",2012,55.187969924812,0.568093385214008,280,444,-164
"440",2012,58.3196046128501,0.533928571428571,336,314,22
"441",2012,59.1324200913242,0.546822742474916,412,245,167
"442",2012,60.5870020964361,0.559800664451827,397,273,124
"443",2012,52.3569023569024,0.629800307219662,389,394,-5
"444",2012,54.8275862068965,0.619205298013245,330,471,-141
"445",2012,61.5221987315011,0.586567164179104,436,388,48
"446",2013,58.8330632090762,0.548579970104634,379,324,55
"447",2013,63.2478632478633,0.622262773722628,353,443,-90
"448",2013,54.3413173652695,0.529510961214165,320,352,-32
"449",2013,52.3642732049037,0.50080775444265,339,388,-49
"450",2013,56.9200779727095,0.600961538461539,366,241,125
"451",2013,61.247947454844,0.583333333333333,445,478,-33
"452",2013,59.0909090909091,0.553516819571865,430,305,125
"453",2013,51.9890260631001,0.562790697674419,308,406,-98
"454",2013,60.1926163723916,0.614329268292683,439,432,7
"455",2013,66.3309352517986,0.545038167938931,606,399,207
"456",2013,56.2974203338391,0.554098360655738,395,376,19
"457",2013,59.4155844155844,0.568493150684932,417,428,-11
"458",2013,55.2083333333333,0.554054054054054,276,428,-152
"459",2013,56.4516129032258,0.5625,391,336,55
"460",2013,54.2768273716952,0.610344827586207,247,449,-202
"461",2013,57.1183533447684,0.523510971786834,430,305,125
"462",2013,55.4327808471455,0.617391304347826,348,364,-16
"463",2013,65.9685863874345,0.625429553264605,396,348,48
"464",2013,53.0249110320285,0.639316239316239,322,453,-131
"465",2013,55.0077041602465,0.555735056542811,317,335,-18
"466",2013,54.9915397631134,0.610787172011662,391,480,-89
"467",2013,57.0570570570571,0.528301886792453,444,338,106
"468",2013,64.919941775837,0.548736462093863,414,304,110
"469",2013,53.5420098846788,0.568503937007874,294,383,-89
"470",2013,50.5703422053232,0.5504,290,387,-97
"471",2013,55.4561717352415,0.574647887323944,442,382,60
"472",2013,60.4166666666667,0.544701986754967,379,370,9
"473",2013,57.6673866090713,0.54020979020979,417,231,186
"474",2013,53.5087719298245,0.554662379421222,406,272,134
"475",2013,51.8716577540107,0.604810996563574,288,389,-101
"476",2013,57.9505300353357,0.59515570934256,362,381,-19
"477",2013,54.1984732824427,0.612727272727273,334,478,-144
"478",2014,53.5117056856187,0.595432300163132,310,299,11
"479",2014,63.4294385432474,0.615780445969125,381,417,-36
"480",2014,60.5633802816901,0.592248062015504,409,302,107
"481",2014,58.9285714285714,0.550653594771242,343,289,54
"482",2014,55.80204778157,0.609715242881072,339,374,-35
"483",2014,60.5504587155963,0.62350936967632,319,442,-123
"484",2014,61.2903225806452,0.583067092651757,365,344,21
"485",2014,51.4071294559099,0.548281505728314,299,337,-38
"486",2014,64.950495049505,0.632027257240204,467,352,115
"487",2014,63.9423076923077,0.583333333333333,482,354,128
"488",2014,56.3271604938272,0.606973058637084,321,282,39
"489",2014,61.5520282186949,0.550413223140496,486,348,138
"490",2014,58.0708661417323,0.552511415525115,372,307,65
"491",2014,59.2485549132948,0.549828178694158,458,369,89
"492",2014,51.5055467511886,0.607876712328767,249,412,-163
"493",2014,58.8235294117647,0.538071065989848,353,281,72
